Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,59.810001373291016,60.63999938964844,59.77000045776367,60.5,52.14042663574219,2018200
2020-01-03,59.86000061035156,60.04999923706055,58.810001373291016,58.90999984741211,50.77012634277344,1649700
2020-01-06,58.400001525878906,58.709999084472656,57.900001525878906,58.209999084472656,50.16685104370117,1995900
2020-01-07,58.5,59.040000915527344,58.02000045776367,58.90999984741211,50.77012634277344,1914400
2020-01-08,58.900001525878906,59.900001525878906,58.4900016784668,59.369998931884766,51.166568756103516,2541200
2020-01-09,59.88999938964844,60.68000030517578,59.61000061035156,60.459999084472656,52.105960845947266,2313800
2020-01-10,60.470001220703125,60.56999969482422,59.65999984741211,59.97999954223633,51.692283630371094,1734800
2020-01-13,60.22999954223633,61.0,60.04999923706055,60.9900016784668,52.5627326965332,2112000
2020-01-14,60.95000076293945,61.119998931884766,60.310001373291016,60.779998779296875,52.38174057006836,2007900
2020-01-15,60.560001373291016,61.220001220703125,60.29999923706055,60.5099983215332,52.1490592956543,1950400
2020-01-16,61.06999969482422,61.540000915527344,60.810001373291016,61.529998779296875,53.02811813354492,1496800
2020-01-17,61.5099983215332,61.650001525878906,60.93000030517578,61.08000183105469,52.64029312133789,2013600
2020-01-21,61.0,61.43000030517578,60.779998779296875,61.04999923706055,52.614437103271484,2352300
2020-01-22,61.470001220703125,61.66999816894531,60.9900016784668,61.27000045776367,52.804039001464844,1242500
2020-01-23,61.61000061035156,62.790000915527344,61.15999984741211,62.7599983215332,54.08816146850586,3000600
2020-01-24,63.16999816894531,64.16999816894531,62.65999984741211,63.22999954223633,54.49321365356445,2902600
2020-01-27,61.88999938964844,62.150001525878906,60.2400016784668,60.66999816894531,52.28694534301758,2398000
2020-01-28,61.58000183105469,62.18000030517578,60.97999954223633,61.970001220703125,53.40731430053711,1745100
2020-01-29,60.90999984741211,61.459999084472656,58.43000030517578,59.0099983215332,50.85630798339844,2897100
2020-01-30,58.45000076293945,59.04999923706055,57.13999938964844,58.380001068115234,50.31336212158203,2778700
2020-01-31,58.2400016784668,58.2400016784668,56.779998779296875,56.9900016784668,49.11542892456055,2900700
2020-02-03,57.83000183105469,58.54999923706055,57.619998931884766,57.95000076293945,49.94278335571289,3609100
2020-02-04,59.540000915527344,59.849998474121094,58.040000915527344,58.970001220703125,50.82184600830078,4698200
2020-02-05,57.029998779296875,57.7599983215332,54.349998474121094,54.72999954223633,47.167701721191406,6600900
2020-02-06,55.09000015258789,55.66999816894531,54.65999984741211,55.15999984741211,47.53827667236328,4046400
2020-02-07,54.86000061035156,54.93000030517578,53.810001373291016,54.099998474121094,46.624752044677734,2884900
2020-02-10,53.970001220703125,55.02000045776367,53.70000076293945,54.939998626708984,47.34868621826172,2311600
2020-02-11,55.220001220703125,56.29999923706055,55.150001525878906,55.75,48.04676818847656,2434400
2020-02-12,55.959999084472656,56.900001525878906,55.91999816894531,56.220001220703125,48.451820373535156,1668900
